None,symbol,date,hour,openbid,highbid,lowbid,closebid,openask,highask,lowask,closeask,totalticks
2772,EUR/CAD,2017-12-07,14,1.51457,1.51685,1.5143,1.51633,1.51461,1.5169,1.51434,1.51643,16260
2773,EUR/CAD,2017-12-07,15,1.51633,1.51818,1.51355,1.5137,1.51643,1.51823,1.51358,1.51376,16976
2774,EUR/CAD,2017-12-07,16,1.5137,1.51484,1.51252,1.51302,1.51376,1.5149,1.51253,1.51306,11085
2775,EUR/CAD,2017-12-07,17,1.51302,1.51407,1.51079,1.51262,1.51306,1.51409,1.51087,1.51267,10563
2776,EUR/CAD,2017-12-07,18,1.51262,1.51529,1.51249,1.51417,1.51267,1.51535,1.51257,1.51425,13657
2777,EUR/CAD,2017-12-07,19,1.51417,1.515,1.51338,1.5143,1.51425,1.51505,1.51346,1.51436,11697
2778,EUR/CAD,2017-12-07,20,1.5143,1.5145,1.51296,1.51318,1.51436,1.51455,1.51301,1.51326,7607
2779,EUR/CAD,2017-12-07,21,1.51318,1.51348,1.51281,1.51311,1.51326,1.51356,1.5129,1.5134,2807
2780,EUR/CAD,2017-12-07,22,1.51311,1.51368,1.51267,1.51344,1.5134,1.51381,1.51315,1.51354,3038
2781,EUR/CAD,2017-12-07,23,1.51344,1.51408,1.51329,1.51369,1.51354,1.51415,1.51339,1.51377,2985
2782,EUR/CAD,2017-12-08,0,1.51369,1.51401,1.51319,1.51345,1.51377,1.51409,1.51327,1.51351,3547
2783,EUR/CAD,2017-12-08,1,1.51345,1.51345,1.51229,1.51243,1.51351,1.51353,1.51237,1.5125,3985
2784,EUR/CAD,2017-12-08,2,1.51243,1.51298,1.51186,1.51267,1.5125,1.51308,1.51196,1.51277,3026
2785,EUR/CAD,2017-12-08,3,1.51267,1.51287,1.51229,1.51234,1.51277,1.51295,1.51235,1.51242,2479
2786,EUR/CAD,2017-12-08,4,1.51234,1.51257,1.51192,1.51208,1.51242,1.51265,1.51199,1.51216,2253
2787,EUR/CAD,2017-12-08,5,1.51208,1.51238,1.51192,1.51227,1.51216,1.51245,1.51198,1.51235,2270
2788,EUR/CAD,2017-12-08,6,1.51227,1.51271,1.51104,1.51111,1.51235,1.51279,1.51108,1.51117,6600
2789,EUR/CAD,2017-12-08,7,1.51111,1.51129,1.50897,1.5099,1.51117,1.5113,1.50903,1.50998,9696
2790,EUR/CAD,2017-12-08,8,1.5099,1.51063,1.50891,1.50897,1.50998,1.5107,1.50894,1.50902,10394
2791,EUR/CAD,2017-12-08,9,1.50897,1.51102,1.50893,1.51026,1.50902,1.51108,1.509,1.51032,7684
2792,EUR/CAD,2017-12-08,10,1.51026,1.51041,1.50872,1.50917,1.51032,1.51044,1.50876,1.50921,6051
2793,EUR/CAD,2017-12-08,11,1.50917,1.50924,1.50722,1.50793,1.50921,1.50925,1.50727,1.50797,5944
2794,EUR/CAD,2017-12-08,12,1.50793,1.50901,1.50557,1.50746,1.50797,1.50906,1.5056,1.50752,9603
2795,EUR/CAD,2017-12-08,13,1.50746,1.50898,1.50482,1.5083,1.50752,1.50905,1.50492,1.50838,28162
2796,EUR/CAD,2017-12-08,14,1.5083,1.51229,1.5083,1.51081,1.50838,1.51235,1.50838,1.51097,22419
2797,EUR/CAD,2017-12-08,15,1.51081,1.5134,1.5105,1.51141,1.51097,1.51341,1.51054,1.51146,21745
2798,EUR/CAD,2017-12-08,16,1.51141,1.51451,1.51107,1.51338,1.51146,1.51456,1.51112,1.51342,12917
2799,EUR/CAD,2017-12-08,17,1.51338,1.51415,1.51283,1.51307,1.51342,1.5142,1.51289,1.51313,9339
2800,EUR/CAD,2017-12-08,18,1.51307,1.51393,1.51234,1.5138,1.51313,1.514,1.51241,1.51387,5582
2801,EUR/CAD,2017-12-08,19,1.5138,1.51469,1.51303,1.51407,1.51387,1.51473,1.51306,1.51408,6484
2802,EUR/CAD,2017-12-08,20,1.51407,1.51469,1.51369,1.51369,1.51408,1.51476,1.51379,1.51379,3499
2803,EUR/CAD,2017-12-08,21,1.51369,1.514,1.51194,1.51194,1.51379,1.51407,1.5127,1.5134,3928
2804,EUR/CAD,2017-12-10,19,1.51194,1.51194,1.51115,1.51115,1.5134,1.5134,1.51293,1.51293,1
2805,EUR/CAD,2017-12-10,20,1.51115,1.5119,1.51115,1.51138,1.51293,1.51315,1.51235,1.51315,29
2806,EUR/CAD,2017-12-10,21,1.51138,1.51238,1.51138,1.51193,1.51315,1.51322,1.51235,1.51258,67
2807,EUR/CAD,2017-12-10,22,1.51193,1.51313,1.51193,1.51301,1.51258,1.51337,1.51241,1.5132,1817
2808,EUR/CAD,2017-12-10,23,1.51301,1.51389,1.513,1.51345,1.5132,1.51395,1.51319,1.5136,3517
2809,EUR/CAD,2017-12-11,0,1.51345,1.51418,1.51321,1.51387,1.5136,1.51424,1.5133,1.51396,5210
2810,EUR/CAD,2017-12-11,1,1.51387,1.51404,1.5134,1.51388,1.51396,1.51414,1.51349,1.51397,3711
2811,EUR/CAD,2017-12-11,2,1.51388,1.51435,1.5136,1.51426,1.51397,1.51443,1.51369,1.51434,1801
2812,EUR/CAD,2017-12-11,3,1.51426,1.51429,1.51309,1.51319,1.51434,1.51437,1.51321,1.5133,3813
2813,EUR/CAD,2017-12-11,4,1.51319,1.51355,1.51294,1.51329,1.5133,1.51364,1.51304,1.51336,2477
2814,EUR/CAD,2017-12-11,5,1.51329,1.51345,1.51241,1.51264,1.51336,1.51354,1.5125,1.51276,3291
2815,EUR/CAD,2017-12-11,6,1.51264,1.51317,1.51233,1.51235,1.51276,1.51325,1.51239,1.51246,3474
2816,EUR/CAD,2017-12-11,7,1.51235,1.51361,1.51196,1.51292,1.51246,1.51367,1.51204,1.51297,7915
2817,EUR/CAD,2017-12-11,8,1.51292,1.51495,1.51216,1.51437,1.51297,1.51501,1.5122,1.51442,9123
2818,EUR/CAD,2017-12-11,9,1.51437,1.51602,1.51373,1.51524,1.51442,1.51605,1.51378,1.51527,7188
2819,EUR/CAD,2017-12-11,10,1.51524,1.51659,1.51486,1.51622,1.51527,1.51662,1.51491,1.51627,5782
2820,EUR/CAD,2017-12-11,11,1.51622,1.51735,1.51518,1.51525,1.51627,1.51741,1.51524,1.51527,7162
2821,EUR/CAD,2017-12-11,12,1.51525,1.51599,1.51474,1.5155,1.51527,1.51603,1.51479,1.51558,8549
2822,EUR/CAD,2017-12-11,13,1.5155,1.5172,1.51475,1.51511,1.51558,1.51724,1.51481,1.51518,10442
2823,EUR/CAD,2017-12-11,14,1.51511,1.51713,1.51402,1.51672,1.51518,1.51719,1.5141,1.51678,9704
2824,EUR/CAD,2017-12-11,15,1.51672,1.51773,1.51487,1.51604,1.51678,1.51778,1.51492,1.51612,16401
2825,EUR/CAD,2017-12-11,16,1.51604,1.51822,1.51501,1.51597,1.51612,1.51828,1.51503,1.516,13411
2826,EUR/CAD,2017-12-11,17,1.51597,1.51674,1.51541,1.51574,1.516,1.51675,1.51549,1.51582,7726
2827,EUR/CAD,2017-12-11,18,1.51574,1.51617,1.5148,1.51552,1.51582,1.51625,1.51489,1.51557,5376
2828,EUR/CAD,2017-12-11,19,1.51552,1.51591,1.51407,1.51467,1.51557,1.51596,1.51411,1.51475,5312
2829,EUR/CAD,2017-12-11,20,1.51467,1.51536,1.51328,1.51344,1.51475,1.51544,1.51334,1.51351,5677
2830,EUR/CAD,2017-12-11,21,1.51344,1.51391,1.51246,1.51256,1.51351,1.51396,1.51278,1.51338,4413
2831,EUR/CAD,2017-12-11,22,1.51256,1.5137,1.51256,1.51347,1.51338,1.51402,1.51314,1.51371,2514
2832,EUR/CAD,2017-12-11,23,1.51347,1.5143,1.51344,1.51365,1.51371,1.51442,1.51362,1.51373,2747
2833,EUR/CAD,2017-12-12,0,1.51365,1.51413,1.51345,1.51369,1.51373,1.51422,1.51353,1.51377,3086
2834,EUR/CAD,2017-12-12,1,1.51369,1.51398,1.51276,1.51281,1.51377,1.51406,1.51286,1.51292,2998
2835,EUR/CAD,2017-12-12,2,1.51281,1.51285,1.51175,1.51229,1.51292,1.51292,1.51185,1.51238,3021
2836,EUR/CAD,2017-12-12,3,1.51229,1.51296,1.51213,1.5126,1.51238,1.51305,1.5122,1.51268,2177
2837,EUR/CAD,2017-12-12,4,1.5126,1.51279,1.51222,1.51262,1.51268,1.51288,1.5123,1.5127,1799
2838,EUR/CAD,2017-12-12,5,1.51262,1.51287,1.51214,1.51218,1.5127,1.51296,1.51221,1.51231,1902
2839,EUR/CAD,2017-12-12,6,1.51218,1.51243,1.51192,1.51219,1.51231,1.5125,1.51201,1.51229,2920
2840,EUR/CAD,2017-12-12,7,1.51219,1.51313,1.51102,1.51122,1.51229,1.51321,1.51107,1.51128,7239
2841,EUR/CAD,2017-12-12,8,1.51122,1.51322,1.5111,1.51322,1.51128,1.51328,1.51112,1.51328,11962
2842,EUR/CAD,2017-12-12,9,1.51322,1.51322,1.51074,1.51158,1.51328,1.51328,1.51079,1.51173,9318
2843,EUR/CAD,2017-12-12,10,1.51158,1.51197,1.51046,1.51068,1.51173,1.51203,1.51054,1.51074,8821
2844,EUR/CAD,2017-12-12,11,1.51068,1.51102,1.50869,1.51063,1.51074,1.51107,1.50873,1.51067,6429
2845,EUR/CAD,2017-12-12,12,1.51063,1.51142,1.50964,1.51023,1.51067,1.51148,1.50968,1.51028,7529
2846,EUR/CAD,2017-12-12,13,1.51023,1.5107,1.50877,1.5094,1.51028,1.51082,1.5088,1.50945,12142
2847,EUR/CAD,2017-12-12,14,1.5094,1.5116,1.50848,1.51092,1.50945,1.51157,1.50852,1.51097,14458
2848,EUR/CAD,2017-12-12,15,1.51092,1.51271,1.5091,1.51029,1.51097,1.51277,1.50916,1.51035,15157
2849,EUR/CAD,2017-12-12,16,1.51029,1.51065,1.50883,1.51065,1.51035,1.51069,1.50889,1.51068,12870
2850,EUR/CAD,2017-12-12,17,1.51065,1.51227,1.50993,1.51007,1.51068,1.51232,1.51,1.51013,12689
2851,EUR/CAD,2017-12-12,18,1.51007,1.51184,1.51002,1.51113,1.51013,1.5119,1.51009,1.51118,8876
2852,EUR/CAD,2017-12-12,19,1.51113,1.51161,1.51006,1.51105,1.51118,1.51167,1.5101,1.51112,7068
2853,EUR/CAD,2017-12-12,20,1.51105,1.51176,1.5104,1.51137,1.51112,1.51182,1.51047,1.51144,5985
2854,EUR/CAD,2017-12-12,21,1.51137,1.51188,1.51024,1.51024,1.51144,1.51191,1.51055,1.511,3292
2855,EUR/CAD,2017-12-12,22,1.51024,1.51154,1.50952,1.51084,1.511,1.51189,1.51021,1.51128,4875
2856,EUR/CAD,2017-12-12,23,1.51084,1.51132,1.5106,1.51117,1.51128,1.51151,1.51076,1.51127,1715
2857,EUR/CAD,2017-12-13,0,1.51117,1.5113,1.51051,1.51116,1.51127,1.51139,1.51058,1.51124,2404
2858,EUR/CAD,2017-12-13,1,1.51116,1.5112,1.51054,1.51082,1.51124,1.51128,1.51063,1.51088,2384
2859,EUR/CAD,2017-12-13,2,1.51082,1.51096,1.51019,1.51051,1.51088,1.51102,1.51028,1.5106,1998
2860,EUR/CAD,2017-12-13,3,1.51051,1.51146,1.51045,1.5112,1.5106,1.51151,1.51055,1.51128,4164
2861,EUR/CAD,2017-12-13,4,1.5112,1.51155,1.51097,1.511,1.51128,1.5116,1.51104,1.51108,1658
2862,EUR/CAD,2017-12-13,5,1.511,1.51135,1.51072,1.511,1.51108,1.51143,1.51079,1.51113,1727
2863,EUR/CAD,2017-12-13,6,1.511,1.51194,1.51097,1.51107,1.51113,1.51202,1.51107,1.51115,3196
2864,EUR/CAD,2017-12-13,7,1.51107,1.51147,1.50986,1.50993,1.51115,1.51155,1.50993,1.50999,4393
2865,EUR/CAD,2017-12-13,8,1.50993,1.51139,1.50959,1.51081,1.50999,1.51141,1.50966,1.51086,4481
2866,EUR/CAD,2017-12-13,9,1.51081,1.51297,1.51053,1.51267,1.51086,1.51302,1.51059,1.51273,6811
2867,EUR/CAD,2017-12-13,10,1.51267,1.5133,1.5121,1.51225,1.51273,1.51336,1.51214,1.51229,6676
2868,EUR/CAD,2017-12-13,11,1.51225,1.51232,1.50926,1.5099,1.51229,1.51236,1.50931,1.50996,6468
2869,EUR/CAD,2017-12-13,12,1.5099,1.51024,1.50874,1.50978,1.50996,1.5103,1.50877,1.50983,9151
2870,EUR/CAD,2017-12-13,13,1.50978,1.51101,1.50803,1.51017,1.50983,1.51192,1.50803,1.51023,21252
2871,EUR/CAD,2017-12-13,14,1.51017,1.5115,1.50928,1.51118,1.51023,1.51153,1.50931,1.51122,17380
2872,EUR/CAD,2017-12-13,15,1.51118,1.51289,1.51065,1.51093,1.51122,1.51294,1.51071,1.51098,17905
2873,EUR/CAD,2017-12-13,16,1.51093,1.51475,1.51087,1.51387,1.51098,1.5148,1.51095,1.51391,14401
2874,EUR/CAD,2017-12-13,17,1.51387,1.5147,1.51302,1.51333,1.51391,1.51471,1.51306,1.5134,10112
2875,EUR/CAD,2017-12-13,18,1.51333,1.51497,1.5131,1.5137,1.5134,1.51594,1.51317,1.51546,8586
2876,EUR/CAD,2017-12-13,19,1.5137,1.51669,1.51113,1.51278,1.51546,1.51709,1.51121,1.51287,44891
2877,EUR/CAD,2017-12-13,20,1.51278,1.51672,1.51225,1.51628,1.51287,1.51675,1.51234,1.51635,16915
2878,EUR/CAD,2017-12-13,21,1.51628,1.51628,1.51502,1.51532,1.51635,1.51635,1.51531,1.51593,5002
2879,EUR/CAD,2017-12-13,22,1.51532,1.51653,1.51493,1.51538,1.51593,1.51702,1.5154,1.51579,4681
2880,EUR/CAD,2017-12-13,23,1.51538,1.51789,1.51537,1.51715,1.51579,1.518,1.51562,1.51728,4103
2881,EUR/CAD,2017-12-14,0,1.51715,1.51717,1.51526,1.51632,1.51728,1.5173,1.51537,1.51642,6967
2882,EUR/CAD,2017-12-14,1,1.51632,1.5167,1.51529,1.51605,1.51642,1.51678,1.51537,1.51619,5171
2883,EUR/CAD,2017-12-14,2,1.51605,1.5163,1.5156,1.51609,1.51619,1.51638,1.51569,1.51617,4469
2884,EUR/CAD,2017-12-14,3,1.51609,1.51653,1.5159,1.51626,1.51617,1.51661,1.51599,1.51635,3795
2885,EUR/CAD,2017-12-14,4,1.51626,1.51651,1.51587,1.51632,1.51635,1.51659,1.51594,1.51641,3005
2886,EUR/CAD,2017-12-14,5,1.51632,1.5164,1.5156,1.5156,1.51641,1.51648,1.51563,1.51573,3011
2887,EUR/CAD,2017-12-14,6,1.5156,1.51591,1.51531,1.51591,1.51573,1.51599,1.51536,1.51599,3508
2888,EUR/CAD,2017-12-14,7,1.51591,1.51701,1.5154,1.51652,1.51599,1.51708,1.51543,1.51658,8645
2889,EUR/CAD,2017-12-14,8,1.51652,1.52143,1.51637,1.52134,1.51658,1.52154,1.51644,1.52143,12448
2890,EUR/CAD,2017-12-14,9,1.52134,1.52147,1.5168,1.5173,1.52143,1.52157,1.51684,1.51738,11771
2891,EUR/CAD,2017-12-14,10,1.5173,1.51903,1.51636,1.51899,1.51738,1.51909,1.51639,1.51904,9919
2892,EUR/CAD,2017-12-14,11,1.51899,1.51942,1.51632,1.51676,1.51904,1.51948,1.51638,1.51682,9394
2893,EUR/CAD,2017-12-14,12,1.51676,1.51878,1.51607,1.51777,1.51682,1.51883,1.51614,1.51786,15922
2894,EUR/CAD,2017-12-14,13,1.51777,1.52271,1.51727,1.51777,1.51786,1.52277,1.51738,1.51786,27989
2895,EUR/CAD,2017-12-14,14,1.51777,1.51853,1.51521,1.51569,1.51786,1.5186,1.51522,1.51577,26216
2896,EUR/CAD,2017-12-14,15,1.51569,1.51654,1.51111,1.5121,1.51577,1.5166,1.51114,1.51216,18861
2897,EUR/CAD,2017-12-14,16,1.5121,1.5144,1.51186,1.51305,1.51216,1.51446,1.51189,1.51314,16554
2898,EUR/CAD,2017-12-14,17,1.51305,1.5141,1.50643,1.50679,1.51314,1.51416,1.50652,1.50686,14039
2899,EUR/CAD,2017-12-14,18,1.50679,1.50734,1.49978,1.50372,1.50686,1.50743,1.49987,1.50379,20658
2900,EUR/CAD,2017-12-14,19,1.50372,1.50395,1.50126,1.5031,1.50379,1.50404,1.50135,1.50311,11835
2901,EUR/CAD,2017-12-14,20,1.5031,1.50428,1.50297,1.5032,1.50311,1.50435,1.50305,1.50326,7711
2902,EUR/CAD,2017-12-14,21,1.5032,1.5097,1.50286,1.50684,1.50326,1.50983,1.50293,1.50729,9398
2903,EUR/CAD,2017-12-14,22,1.50684,1.50729,1.50561,1.50605,1.50729,1.50775,1.50618,1.50625,5016
2904,EUR/CAD,2017-12-14,23,1.50605,1.50713,1.50596,1.50655,1.50625,1.50725,1.50605,1.50662,6179
2905,EUR/CAD,2017-12-15,0,1.50655,1.50703,1.50556,1.50655,1.50662,1.5071,1.50564,1.50663,5616
2906,EUR/CAD,2017-12-15,1,1.50655,1.50656,1.50564,1.50592,1.50663,1.50666,1.50576,1.506,4049
2907,EUR/CAD,2017-12-15,2,1.50592,1.50639,1.50568,1.50583,1.506,1.5065,1.50579,1.50588,4072
2908,EUR/CAD,2017-12-15,3,1.50583,1.50584,1.50509,1.50566,1.50588,1.50596,1.50519,1.50576,4598
2909,EUR/CAD,2017-12-15,4,1.50566,1.50657,1.50543,1.50638,1.50576,1.50668,1.50553,1.50646,3275
2910,EUR/CAD,2017-12-15,5,1.50638,1.50639,1.50518,1.50568,1.50646,1.50647,1.50529,1.50579,2648
2911,EUR/CAD,2017-12-15,6,1.50568,1.50569,1.50455,1.50515,1.50579,1.50579,1.50465,1.50525,3088
2912,EUR/CAD,2017-12-15,7,1.50515,1.5052,1.50213,1.50307,1.50525,1.50527,1.50221,1.50316,9674
2913,EUR/CAD,2017-12-15,8,1.50307,1.50382,1.50192,1.50203,1.50316,1.5039,1.50196,1.50211,11400
2914,EUR/CAD,2017-12-15,9,1.50203,1.50441,1.50169,1.50423,1.50211,1.50446,1.50172,1.50432,9014
2915,EUR/CAD,2017-12-15,10,1.50423,1.50565,1.50369,1.50526,1.50432,1.5057,1.50374,1.50533,9903
2916,EUR/CAD,2017-12-15,11,1.50526,1.50738,1.50489,1.50682,1.50533,1.5074,1.50489,1.50686,10696
2917,EUR/CAD,2017-12-15,12,1.50682,1.50782,1.50574,1.50755,1.50686,1.50786,1.50579,1.50761,11837
2918,EUR/CAD,2017-12-15,13,1.50755,1.50858,1.50594,1.50847,1.50761,1.50864,1.50598,1.50853,18035
2919,EUR/CAD,2017-12-15,14,1.50847,1.50892,1.50575,1.50825,1.50853,1.50898,1.50581,1.50831,21872
2920,EUR/CAD,2017-12-15,15,1.50825,1.50951,1.50495,1.50882,1.50831,1.50951,1.50501,1.50887,25885
2921,EUR/CAD,2017-12-15,16,1.50882,1.51319,1.50811,1.51305,1.50887,1.51325,1.50815,1.51309,21456
2922,EUR/CAD,2017-12-15,17,1.51305,1.51498,1.51047,1.5105,1.51309,1.51504,1.51053,1.51053,12040
2923,EUR/CAD,2017-12-15,18,1.5105,1.51451,1.51027,1.51395,1.51053,1.51457,1.51034,1.51401,10097
2924,EUR/CAD,2017-12-15,19,1.51395,1.5153,1.51347,1.5142,1.51401,1.51536,1.51355,1.51427,9521
2925,EUR/CAD,2017-12-15,20,1.5142,1.5144,1.51325,1.51366,1.51427,1.51449,1.51335,1.51376,7956
2926,EUR/CAD,2017-12-15,21,1.51366,1.51571,1.51165,1.51165,1.51376,1.51582,1.51222,1.51322,6319
2927,EUR/CAD,2017-12-17,19,1.51165,1.51211,1.51005,1.51035,1.51322,1.51354,1.51096,1.51111,241
2928,EUR/CAD,2017-12-17,20,1.51035,1.51111,1.51013,1.5107,1.51111,1.51239,1.51096,1.51158,104
2929,EUR/CAD,2017-12-17,21,1.5107,1.51182,1.51038,1.51038,1.51158,1.51271,1.51156,1.51213,103
2930,EUR/CAD,2017-12-17,22,1.51038,1.51208,1.51038,1.51138,1.51213,1.51279,1.51113,1.51194,2520
2931,EUR/CAD,2017-12-17,23,1.51138,1.5123,1.51138,1.51196,1.51194,1.51246,1.51157,1.51207,13897
2932,EUR/CAD,2017-12-18,0,1.51196,1.51315,1.51178,1.5123,1.51207,1.51328,1.51187,1.51243,7528
2933,EUR/CAD,2017-12-18,1,1.5123,1.51288,1.51219,1.51225,1.51243,1.51298,1.51227,1.51235,3144
2934,EUR/CAD,2017-12-18,2,1.51225,1.51281,1.51206,1.51231,1.51235,1.51291,1.51212,1.5124,3486
2935,EUR/CAD,2017-12-18,3,1.51231,1.51253,1.51164,1.51193,1.5124,1.51258,1.51172,1.51202,3481
2936,EUR/CAD,2017-12-18,4,1.51193,1.51215,1.51162,1.51172,1.51202,1.51222,1.51169,1.51179,2765
2937,EUR/CAD,2017-12-18,5,1.51172,1.51191,1.5115,1.51156,1.51179,1.51199,1.51159,1.51165,1902
2938,EUR/CAD,2017-12-18,6,1.51156,1.51245,1.51141,1.51202,1.51165,1.51252,1.51149,1.51211,4151
2939,EUR/CAD,2017-12-18,7,1.51202,1.51414,1.51155,1.51398,1.51211,1.51418,1.51164,1.51404,9762
2940,EUR/CAD,2017-12-18,8,1.51398,1.51624,1.51355,1.51624,1.51404,1.51629,1.51361,1.51629,11447
2941,EUR/CAD,2017-12-18,9,1.51624,1.51756,1.51565,1.51741,1.51629,1.51763,1.5157,1.51752,9309
2942,EUR/CAD,2017-12-18,10,1.51741,1.5189,1.51737,1.51883,1.51752,1.51895,1.51742,1.51889,7660
2943,EUR/CAD,2017-12-18,11,1.51883,1.51915,1.51734,1.51853,1.51889,1.51919,1.51739,1.51855,7755
2944,EUR/CAD,2017-12-18,12,1.51853,1.51904,1.51738,1.51868,1.51855,1.51909,1.51741,1.51873,7795
2945,EUR/CAD,2017-12-18,13,1.51868,1.51939,1.51761,1.5189,1.51873,1.51945,1.51767,1.51894,10435
2946,EUR/CAD,2017-12-18,14,1.5189,1.52036,1.51748,1.51803,1.51894,1.5204,1.51752,1.5181,14683
2947,EUR/CAD,2017-12-18,15,1.51803,1.52155,1.51766,1.51808,1.5181,1.52161,1.51772,1.51814,16889
2948,EUR/CAD,2017-12-18,16,1.51808,1.5195,1.51731,1.51757,1.51814,1.51956,1.51733,1.51764,12771
2949,EUR/CAD,2017-12-18,17,1.51757,1.51856,1.51542,1.51552,1.51764,1.51863,1.51547,1.51562,8747
2950,EUR/CAD,2017-12-18,18,1.51552,1.51758,1.51528,1.51733,1.51562,1.51765,1.51535,1.5174,7321
2951,EUR/CAD,2017-12-18,19,1.51733,1.51747,1.51565,1.51652,1.5174,1.51752,1.5157,1.51659,8456
2952,EUR/CAD,2017-12-18,20,1.51652,1.51688,1.5154,1.51542,1.51659,1.51695,1.51549,1.51549,7470
2953,EUR/CAD,2017-12-18,21,1.51542,1.51649,1.51513,1.51526,1.51549,1.51658,1.5152,1.51577,4248
2954,EUR/CAD,2017-12-18,22,1.51526,1.51648,1.51509,1.51552,1.51577,1.5169,1.51548,1.51586,3768
2955,EUR/CAD,2017-12-18,23,1.51552,1.51623,1.51516,1.51611,1.51586,1.51639,1.51534,1.51623,2664
2956,EUR/CAD,2017-12-19,0,1.51611,1.51636,1.51521,1.51604,1.51623,1.51645,1.51532,1.51612,4185
2957,EUR/CAD,2017-12-19,1,1.51604,1.5166,1.51573,1.51656,1.51612,1.5167,1.51581,1.51666,2981
2958,EUR/CAD,2017-12-19,2,1.51656,1.51694,1.51619,1.51654,1.51666,1.51705,1.51631,1.51667,2912
2959,EUR/CAD,2017-12-19,3,1.51654,1.51722,1.51654,1.5169,1.51667,1.51733,1.51667,1.51703,1850
2960,EUR/CAD,2017-12-19,4,1.5169,1.51697,1.51652,1.51678,1.51703,1.51707,1.51661,1.51687,1867
2961,EUR/CAD,2017-12-19,5,1.51678,1.51713,1.51642,1.51665,1.51687,1.51721,1.51651,1.51675,2574
2962,EUR/CAD,2017-12-19,6,1.51665,1.51716,1.51631,1.517,1.51675,1.51723,1.51639,1.51708,3231
2963,EUR/CAD,2017-12-19,7,1.517,1.51851,1.51633,1.51831,1.51708,1.51856,1.51636,1.51838,9558
2964,EUR/CAD,2017-12-19,8,1.51831,1.51965,1.5177,1.51782,1.51838,1.51972,1.51773,1.51793,8974
2965,EUR/CAD,2017-12-19,9,1.51782,1.51838,1.51608,1.518,1.51793,1.51841,1.51612,1.51805,10714
2966,EUR/CAD,2017-12-19,10,1.518,1.51894,1.51765,1.51805,1.51805,1.51895,1.51772,1.51811,8369
2967,EUR/CAD,2017-12-19,11,1.51805,1.51948,1.51772,1.51849,1.51811,1.51954,1.51775,1.51856,7265
2968,EUR/CAD,2017-12-19,12,1.51849,1.52119,1.51831,1.52095,1.51856,1.52125,1.51837,1.52101,9550
2969,EUR/CAD,2017-12-19,13,1.52095,1.5233,1.51983,1.52303,1.52101,1.52334,1.51988,1.52306,15524
2970,EUR/CAD,2017-12-19,14,1.52303,1.52526,1.52206,1.52285,1.52306,1.52532,1.52208,1.52289,18232
2971,EUR/CAD,2017-12-19,15,1.52285,1.52629,1.52206,1.52287,1.52289,1.52634,1.52212,1.52291,20538
2972,EUR/CAD,2017-12-19,16,1.52287,1.52623,1.5218,1.52501,1.52291,1.52627,1.52185,1.52509,18958
2973,EUR/CAD,2017-12-19,17,1.52501,1.52712,1.5232,1.52417,1.52509,1.52716,1.5233,1.52424,14226
2974,EUR/CAD,2017-12-19,18,1.52417,1.52673,1.52408,1.52605,1.52424,1.52678,1.52415,1.52614,13563
2975,EUR/CAD,2017-12-19,19,1.52605,1.5261,1.52484,1.52509,1.52614,1.52616,1.52489,1.52516,7818
2976,EUR/CAD,2017-12-19,20,1.52509,1.52601,1.52391,1.52394,1.52516,1.52608,1.52398,1.52398,7221
2977,EUR/CAD,2017-12-19,21,1.52394,1.52495,1.52342,1.52433,1.52398,1.52534,1.52347,1.52508,4405
2978,EUR/CAD,2017-12-19,22,1.52433,1.52511,1.52424,1.52483,1.52508,1.52546,1.52455,1.525,2593
2979,EUR/CAD,2017-12-19,23,1.52483,1.52512,1.52436,1.5246,1.525,1.52522,1.52445,1.52467,2235
2980,EUR/CAD,2017-12-20,0,1.5246,1.5246,1.52347,1.52424,1.52467,1.52467,1.52357,1.52432,3189
2981,EUR/CAD,2017-12-20,1,1.52424,1.52425,1.52346,1.52355,1.52432,1.52433,1.52354,1.52362,3027
2982,EUR/CAD,2017-12-20,2,1.52355,1.52423,1.52338,1.52404,1.52362,1.52431,1.52346,1.52412,2141
2983,EUR/CAD,2017-12-20,3,1.52404,1.52504,1.52401,1.52493,1.52412,1.52513,1.5241,1.525,1635
2984,EUR/CAD,2017-12-20,4,1.52493,1.52496,1.52428,1.52443,1.525,1.52503,1.52435,1.52452,1642
2985,EUR/CAD,2017-12-20,5,1.52443,1.52461,1.52423,1.52461,1.52452,1.5247,1.52431,1.5247,2194
2986,EUR/CAD,2017-12-20,6,1.52461,1.52464,1.52178,1.52188,1.5247,1.52472,1.52185,1.52198,4764
2987,EUR/CAD,2017-12-20,7,1.52188,1.52294,1.52168,1.52285,1.52198,1.52299,1.52175,1.52286,6106
2988,EUR/CAD,2017-12-20,8,1.52285,1.52505,1.52212,1.52405,1.52286,1.52509,1.52217,1.52409,11678
2989,EUR/CAD,2017-12-20,9,1.52405,1.52527,1.52264,1.52316,1.52409,1.52532,1.52269,1.5232,8946
2990,EUR/CAD,2017-12-20,10,1.52316,1.52487,1.52274,1.523,1.5232,1.52491,1.52278,1.52306,9721
2991,EUR/CAD,2017-12-20,11,1.523,1.52431,1.52249,1.52297,1.52306,1.52437,1.52254,1.52306,7499
2992,EUR/CAD,2017-12-20,12,1.52297,1.52361,1.52122,1.52144,1.52306,1.52364,1.52126,1.5215,8990
2993,EUR/CAD,2017-12-20,13,1.52144,1.52224,1.51868,1.52091,1.5215,1.5223,1.51874,1.52099,16850
