None,symbol,date,hour,openbid,highbid,lowbid,closebid,openask,highask,lowask,closeask,totalticks
706,EUR/CAD,2017-08-10,22,1.4996,1.49976,1.4987,1.49919,1.4999,1.50019,1.49894,1.4995,3241
707,EUR/CAD,2017-08-10,23,1.49919,1.49959,1.49889,1.49917,1.4995,1.49975,1.49908,1.49937,2099
708,EUR/CAD,2017-08-11,0,1.49917,1.49996,1.49878,1.49943,1.49937,1.50016,1.49899,1.49964,4146
709,EUR/CAD,2017-08-11,1,1.49943,1.50079,1.49933,1.50033,1.49964,1.5009,1.49952,1.50043,7115
710,EUR/CAD,2017-08-11,2,1.50033,1.5007,1.49957,1.49989,1.50043,1.50079,1.49973,1.50009,6758
711,EUR/CAD,2017-08-11,3,1.49989,1.50026,1.49926,1.50011,1.50009,1.50042,1.49942,1.50031,7865
712,EUR/CAD,2017-08-11,4,1.50011,1.50061,1.49979,1.50027,1.50031,1.50077,1.49999,1.50039,7382
713,EUR/CAD,2017-08-11,5,1.50027,1.50076,1.49876,1.4988,1.50039,1.50087,1.49889,1.499,10061
714,EUR/CAD,2017-08-11,6,1.4988,1.49914,1.49723,1.49794,1.499,1.49926,1.49732,1.49804,14932
715,EUR/CAD,2017-08-11,7,1.49794,1.49827,1.4955,1.49583,1.49804,1.49837,1.4956,1.49591,14688
716,EUR/CAD,2017-08-11,8,1.49583,1.49709,1.49568,1.49584,1.49591,1.49719,1.49576,1.49593,12814
717,EUR/CAD,2017-08-11,9,1.49584,1.49716,1.4958,1.49703,1.49593,1.49726,1.49591,1.49711,10460
718,EUR/CAD,2017-08-11,10,1.49703,1.498,1.49653,1.49672,1.49711,1.49811,1.49662,1.4968,14555
719,EUR/CAD,2017-08-11,11,1.49672,1.49735,1.49513,1.49522,1.4968,1.49742,1.49523,1.49533,11933
720,EUR/CAD,2017-08-11,12,1.49522,1.49949,1.49433,1.49855,1.49533,1.4996,1.49483,1.49865,28633
721,EUR/CAD,2017-08-11,13,1.49855,1.50025,1.49585,1.49878,1.49865,1.50035,1.49619,1.4989,29822
722,EUR/CAD,2017-08-11,14,1.49878,1.4997,1.49529,1.49575,1.4989,1.49978,1.49538,1.49581,24347
723,EUR/CAD,2017-08-11,15,1.49575,1.49901,1.49489,1.49892,1.49581,1.49908,1.49498,1.49895,22116
724,EUR/CAD,2017-08-11,16,1.49892,1.49968,1.49813,1.49937,1.49895,1.49974,1.49822,1.49948,14376
725,EUR/CAD,2017-08-11,17,1.49937,1.50182,1.49877,1.50003,1.49948,1.50207,1.49881,1.50014,15196
726,EUR/CAD,2017-08-11,18,1.50003,1.50071,1.49903,1.49941,1.50014,1.50078,1.49915,1.49953,10290
727,EUR/CAD,2017-08-11,19,1.49941,1.50017,1.49908,1.49969,1.49953,1.50027,1.49918,1.49981,7180
728,EUR/CAD,2017-08-11,20,1.49969,1.49995,1.49819,1.49843,1.49981,1.50006,1.49901,1.49922,3022
729,EUR/CAD,2017-08-13,20,1.49843,1.49843,1.49691,1.49724,1.49922,1.49922,1.49819,1.49854,19
730,EUR/CAD,2017-08-13,21,1.49724,1.49876,1.49724,1.49819,1.49854,1.49996,1.49821,1.49913,1746
731,EUR/CAD,2017-08-13,22,1.49819,1.49963,1.49819,1.49874,1.49913,1.49991,1.49869,1.49903,2847
732,EUR/CAD,2017-08-13,23,1.49874,1.4991,1.49853,1.49864,1.49903,1.49928,1.49874,1.49884,2571
733,EUR/CAD,2017-08-14,0,1.49864,1.4992,1.49836,1.49859,1.49884,1.49936,1.4985,1.49873,8083
734,EUR/CAD,2017-08-14,1,1.49859,1.50015,1.49812,1.49968,1.49873,1.50028,1.49823,1.49988,9433
735,EUR/CAD,2017-08-14,2,1.49968,1.50028,1.49957,1.49982,1.49988,1.50043,1.49977,1.49994,7213
736,EUR/CAD,2017-08-14,3,1.49982,1.49985,1.49864,1.49914,1.49994,1.49997,1.49881,1.4993,5513
737,EUR/CAD,2017-08-14,4,1.49914,1.49934,1.49848,1.49854,1.4993,1.49948,1.4986,1.4987,5849
738,EUR/CAD,2017-08-14,5,1.49854,1.49942,1.49784,1.49927,1.4987,1.49959,1.49796,1.49941,7569
739,EUR/CAD,2017-08-14,6,1.49927,1.50109,1.49846,1.50055,1.49941,1.50119,1.49856,1.50066,12595
740,EUR/CAD,2017-08-14,7,1.50055,1.50119,1.49921,1.49968,1.50066,1.50129,1.49931,1.49979,13471
741,EUR/CAD,2017-08-14,8,1.49968,1.50002,1.49804,1.4999,1.49979,1.50017,1.49813,1.50007,14342
742,EUR/CAD,2017-08-14,9,1.4999,1.50019,1.49876,1.49923,1.50007,1.50027,1.49885,1.49933,11197
743,EUR/CAD,2017-08-14,10,1.49923,1.50015,1.49796,1.49978,1.49933,1.50026,1.49806,1.49987,10790
744,EUR/CAD,2017-08-14,11,1.49978,1.49999,1.49754,1.49835,1.49987,1.50008,1.49762,1.49844,11727
745,EUR/CAD,2017-08-14,12,1.49835,1.49937,1.49648,1.4987,1.49844,1.49942,1.49653,1.49879,15377
746,EUR/CAD,2017-08-14,13,1.4987,1.50017,1.49689,1.4978,1.49879,1.50008,1.49697,1.49789,19681
747,EUR/CAD,2017-08-14,14,1.4978,1.49801,1.49413,1.49435,1.49789,1.49811,1.49421,1.49445,24638
748,EUR/CAD,2017-08-14,15,1.49435,1.49683,1.49418,1.49669,1.49445,1.49691,1.49423,1.49675,18022
749,EUR/CAD,2017-08-14,16,1.49669,1.49855,1.49487,1.49839,1.49675,1.49856,1.49498,1.49847,13163
750,EUR/CAD,2017-08-14,17,1.49839,1.4987,1.49739,1.49769,1.49847,1.49881,1.49744,1.49778,11678
751,EUR/CAD,2017-08-14,18,1.49769,1.49905,1.49736,1.49827,1.49778,1.49915,1.49745,1.49838,9451
752,EUR/CAD,2017-08-14,19,1.49827,1.49975,1.49818,1.49972,1.49838,1.49986,1.49826,1.49983,7163
753,EUR/CAD,2017-08-14,20,1.49972,1.50047,1.49746,1.49875,1.49983,1.50062,1.49876,1.49909,5028
754,EUR/CAD,2017-08-14,21,1.49875,1.49891,1.49755,1.4982,1.49909,1.49945,1.49838,1.49851,6575
755,EUR/CAD,2017-08-14,22,1.4982,1.49911,1.49795,1.49867,1.49851,1.49934,1.49815,1.49892,2533
756,EUR/CAD,2017-08-14,23,1.49867,1.49911,1.49793,1.49889,1.49892,1.49929,1.49814,1.49906,2639
757,EUR/CAD,2017-08-15,0,1.49889,1.50045,1.49889,1.49973,1.49906,1.50065,1.49904,1.49993,5876
758,EUR/CAD,2017-08-15,1,1.49973,1.50051,1.49934,1.49952,1.49993,1.50066,1.49949,1.49968,9835
759,EUR/CAD,2017-08-15,2,1.49952,1.49965,1.49882,1.49929,1.49968,1.49984,1.49899,1.49943,6246
760,EUR/CAD,2017-08-15,3,1.49929,1.49979,1.49909,1.49952,1.49943,1.49996,1.49925,1.49965,5622
761,EUR/CAD,2017-08-15,4,1.49952,1.49984,1.4991,1.49919,1.49965,1.5,1.49927,1.49935,9063
762,EUR/CAD,2017-08-15,5,1.49919,1.4997,1.49763,1.4977,1.49935,1.49991,1.49779,1.49792,7484
763,EUR/CAD,2017-08-15,6,1.4977,1.49814,1.49503,1.49544,1.49792,1.49823,1.49522,1.49556,12490
764,EUR/CAD,2017-08-15,7,1.49544,1.49727,1.49468,1.49704,1.49556,1.49738,1.4948,1.49714,16243
765,EUR/CAD,2017-08-15,8,1.49704,1.49843,1.49654,1.49701,1.49714,1.49854,1.49663,1.4971,15397
766,EUR/CAD,2017-08-15,9,1.49701,1.4974,1.49626,1.49654,1.4971,1.49751,1.49633,1.49662,12661
767,EUR/CAD,2017-08-15,10,1.49654,1.49778,1.49554,1.49656,1.49662,1.49786,1.49565,1.49663,12084
768,EUR/CAD,2017-08-15,11,1.49656,1.4977,1.4946,1.49567,1.49663,1.4978,1.49466,1.49577,14113
769,EUR/CAD,2017-08-15,12,1.49567,1.49645,1.49195,1.4924,1.49577,1.49692,1.49206,1.49253,26909
770,EUR/CAD,2017-08-15,13,1.4924,1.49508,1.49213,1.49313,1.49253,1.49516,1.49222,1.49325,22449
771,EUR/CAD,2017-08-15,14,1.49313,1.49549,1.4926,1.49494,1.49325,1.49555,1.49262,1.49502,24005
772,EUR/CAD,2017-08-15,15,1.49494,1.49727,1.49455,1.49567,1.49502,1.49748,1.49461,1.49576,19404
773,EUR/CAD,2017-08-15,16,1.49567,1.49772,1.49522,1.49713,1.49576,1.49777,1.49531,1.49722,12952
774,EUR/CAD,2017-08-15,17,1.49713,1.4981,1.4963,1.49759,1.49722,1.49814,1.4963,1.49767,11157
775,EUR/CAD,2017-08-15,18,1.49759,1.49773,1.49646,1.49714,1.49767,1.49784,1.49659,1.49724,9880
776,EUR/CAD,2017-08-15,19,1.49714,1.49728,1.49609,1.49691,1.49724,1.49737,1.49618,1.49699,9700
777,EUR/CAD,2017-08-15,20,1.49691,1.49766,1.49645,1.49677,1.49699,1.49786,1.49671,1.49725,5456
778,EUR/CAD,2017-08-15,21,1.49677,1.49708,1.49634,1.49661,1.49725,1.49755,1.49667,1.49696,4468
779,EUR/CAD,2017-08-15,22,1.49661,1.49715,1.49609,1.49698,1.49696,1.4974,1.49632,1.49725,2636
780,EUR/CAD,2017-08-15,23,1.49698,1.49763,1.49691,1.49726,1.49725,1.49783,1.49711,1.49747,1552
781,EUR/CAD,2017-08-16,0,1.49726,1.49839,1.49673,1.49812,1.49747,1.49853,1.49688,1.49831,3975
782,EUR/CAD,2017-08-16,1,1.49812,1.49859,1.49753,1.4977,1.49831,1.49879,1.4977,1.49788,6364
783,EUR/CAD,2017-08-16,2,1.4977,1.49808,1.49719,1.49765,1.49788,1.49822,1.49733,1.49785,5254
784,EUR/CAD,2017-08-16,3,1.49765,1.49815,1.49736,1.4976,1.49785,1.49832,1.49756,1.49779,3085
785,EUR/CAD,2017-08-16,4,1.4976,1.49803,1.49703,1.49786,1.49779,1.49824,1.49724,1.49803,3312
786,EUR/CAD,2017-08-16,5,1.49786,1.49799,1.49734,1.49752,1.49803,1.49818,1.4975,1.4977,5180
787,EUR/CAD,2017-08-16,6,1.49752,1.4976,1.49589,1.4961,1.4977,1.49778,1.496,1.49619,8289
788,EUR/CAD,2017-08-16,7,1.4961,1.4979,1.49263,1.49285,1.49619,1.49795,1.49277,1.49298,15142
789,EUR/CAD,2017-08-16,8,1.49285,1.49463,1.48875,1.49305,1.49298,1.49478,1.48883,1.49323,18666
790,EUR/CAD,2017-08-16,9,1.49305,1.49477,1.49181,1.49188,1.49323,1.49488,1.49189,1.49198,9649
791,EUR/CAD,2017-08-16,10,1.49188,1.49207,1.48873,1.49043,1.49198,1.49213,1.48882,1.49053,12427
792,EUR/CAD,2017-08-16,11,1.49043,1.49161,1.48992,1.49146,1.49053,1.49174,1.49004,1.49158,10795
793,EUR/CAD,2017-08-16,12,1.49146,1.49178,1.48859,1.48969,1.49158,1.49189,1.48904,1.48979,17958
794,EUR/CAD,2017-08-16,13,1.48969,1.48997,1.4863,1.48676,1.48979,1.49009,1.48646,1.48687,19179
795,EUR/CAD,2017-08-16,14,1.48676,1.48889,1.48623,1.48638,1.48687,1.489,1.48629,1.48644,19174
796,EUR/CAD,2017-08-16,15,1.48638,1.48775,1.48575,1.48711,1.48644,1.48787,1.48585,1.48722,15031
797,EUR/CAD,2017-08-16,16,1.48711,1.48748,1.48611,1.48734,1.48722,1.48758,1.4862,1.48745,8457
798,EUR/CAD,2017-08-16,17,1.48734,1.49108,1.48656,1.48749,1.48745,1.49115,1.48708,1.48762,15162
799,EUR/CAD,2017-08-16,18,1.48749,1.49266,1.4865,1.49036,1.48762,1.49276,1.48688,1.49048,24747
800,EUR/CAD,2017-08-16,19,1.49036,1.4907,1.48609,1.4862,1.49048,1.49083,1.4862,1.48632,9188
801,EUR/CAD,2017-08-16,20,1.4862,1.4863,1.48366,1.48366,1.48632,1.48644,1.4844,1.48513,4706
802,EUR/CAD,2017-08-16,21,1.48366,1.48544,1.48362,1.48505,1.48513,1.48582,1.48411,1.48551,7653
803,EUR/CAD,2017-08-16,22,1.48505,1.48724,1.48474,1.48693,1.48551,1.48754,1.48534,1.4872,5444
804,EUR/CAD,2017-08-16,23,1.48693,1.48732,1.48617,1.4863,1.4872,1.48744,1.48637,1.48647,1899
805,EUR/CAD,2017-08-17,0,1.4863,1.48652,1.48552,1.48595,1.48647,1.4867,1.4857,1.48612,4335
806,EUR/CAD,2017-08-17,1,1.48595,1.4867,1.48503,1.48627,1.48612,1.48689,1.48527,1.48645,8353
807,EUR/CAD,2017-08-17,2,1.48627,1.48649,1.48537,1.48577,1.48645,1.48669,1.48562,1.48597,4147
808,EUR/CAD,2017-08-17,3,1.48577,1.48594,1.48481,1.48487,1.48597,1.48614,1.48493,1.48501,2585
809,EUR/CAD,2017-08-17,4,1.48487,1.48563,1.48487,1.48526,1.48501,1.48578,1.48501,1.48544,2808
810,EUR/CAD,2017-08-17,5,1.48526,1.48558,1.48463,1.48523,1.48544,1.48573,1.48483,1.48543,4647
811,EUR/CAD,2017-08-17,6,1.48523,1.48603,1.4829,1.48293,1.48543,1.4862,1.48302,1.48304,9230
812,EUR/CAD,2017-08-17,7,1.48293,1.48313,1.48027,1.48042,1.48304,1.48324,1.48037,1.48053,10907
813,EUR/CAD,2017-08-17,8,1.48042,1.4824,1.47942,1.4821,1.48053,1.48253,1.47955,1.48235,11660
814,EUR/CAD,2017-08-17,9,1.4821,1.48254,1.4791,1.47958,1.48235,1.48261,1.47921,1.4797,10807
815,EUR/CAD,2017-08-17,10,1.47958,1.47981,1.47803,1.47882,1.4797,1.47988,1.47819,1.47892,11970
816,EUR/CAD,2017-08-17,11,1.47882,1.47895,1.47293,1.4768,1.47892,1.47907,1.47307,1.47692,24379
817,EUR/CAD,2017-08-17,12,1.4768,1.47786,1.47537,1.47771,1.47692,1.47794,1.47543,1.47778,19125
818,EUR/CAD,2017-08-17,13,1.47771,1.48138,1.47722,1.48127,1.47778,1.48151,1.47731,1.48131,17946
819,EUR/CAD,2017-08-17,14,1.48127,1.48609,1.48085,1.4855,1.48131,1.48623,1.48092,1.48562,32349
820,EUR/CAD,2017-08-17,15,1.4855,1.48585,1.48336,1.48449,1.48562,1.4859,1.48348,1.48458,15691
821,EUR/CAD,2017-08-17,16,1.48449,1.48678,1.48383,1.48566,1.48458,1.48687,1.48392,1.48578,11335
822,EUR/CAD,2017-08-17,17,1.48566,1.48743,1.48556,1.4859,1.48578,1.48754,1.48567,1.486,11032
823,EUR/CAD,2017-08-17,18,1.4859,1.48663,1.48536,1.48541,1.486,1.48674,1.48548,1.48552,8791
824,EUR/CAD,2017-08-17,19,1.48541,1.48705,1.48531,1.48669,1.48552,1.48716,1.4854,1.48681,9265
825,EUR/CAD,2017-08-17,20,1.48669,1.48693,1.48479,1.48655,1.48681,1.48769,1.48499,1.48691,5736
826,EUR/CAD,2017-08-17,21,1.48655,1.48661,1.48521,1.48623,1.48691,1.48721,1.486,1.48673,8281
827,EUR/CAD,2017-08-17,22,1.48623,1.48714,1.48615,1.48685,1.48673,1.48749,1.48659,1.48715,3078
828,EUR/CAD,2017-08-17,23,1.48685,1.4872,1.48521,1.48616,1.48715,1.4874,1.48551,1.48635,3179
829,EUR/CAD,2017-08-18,0,1.48616,1.48678,1.48545,1.48633,1.48635,1.48697,1.48564,1.48645,7000
830,EUR/CAD,2017-08-18,1,1.48633,1.48639,1.48568,1.48608,1.48645,1.48656,1.48588,1.48625,5657
831,EUR/CAD,2017-08-18,2,1.48608,1.48655,1.48552,1.48554,1.48625,1.48672,1.48569,1.48569,3844
832,EUR/CAD,2017-08-18,3,1.48554,1.486,1.48541,1.48557,1.48569,1.48615,1.48556,1.48575,3550
833,EUR/CAD,2017-08-18,4,1.48557,1.48596,1.48497,1.48542,1.48575,1.48612,1.4851,1.48562,4153
834,EUR/CAD,2017-08-18,5,1.48542,1.48664,1.48542,1.48585,1.48562,1.48682,1.48562,1.48605,4876
835,EUR/CAD,2017-08-18,6,1.48585,1.48719,1.48542,1.48589,1.48605,1.48729,1.48561,1.48598,8397
836,EUR/CAD,2017-08-18,7,1.48589,1.48708,1.48142,1.48208,1.48598,1.48727,1.4816,1.48219,15524
837,EUR/CAD,2017-08-18,8,1.48208,1.48593,1.48171,1.48556,1.48219,1.48603,1.48182,1.48566,10880
838,EUR/CAD,2017-08-18,9,1.48556,1.48811,1.48455,1.48482,1.48566,1.48832,1.48468,1.48492,12492
839,EUR/CAD,2017-08-18,10,1.48482,1.48765,1.48463,1.48645,1.48492,1.48777,1.48473,1.48653,8841
840,EUR/CAD,2017-08-18,11,1.48645,1.4866,1.48449,1.48524,1.48653,1.48671,1.48459,1.48534,8836
841,EUR/CAD,2017-08-18,12,1.48524,1.48722,1.47761,1.4786,1.48534,1.48731,1.47783,1.47861,16065
842,EUR/CAD,2017-08-18,13,1.4786,1.47971,1.477,1.4789,1.47861,1.47982,1.4771,1.47903,18196
843,EUR/CAD,2017-08-18,14,1.4789,1.48076,1.47803,1.48029,1.47903,1.48087,1.47816,1.4804,22571
844,EUR/CAD,2017-08-18,15,1.48029,1.48114,1.47522,1.47856,1.4804,1.48125,1.47534,1.4787,29105
845,EUR/CAD,2017-08-18,16,1.47856,1.47864,1.47489,1.47701,1.4787,1.47879,1.47504,1.47711,17044
846,EUR/CAD,2017-08-18,17,1.47701,1.47874,1.476,1.47799,1.47711,1.47878,1.47609,1.47811,14119
847,EUR/CAD,2017-08-18,18,1.47799,1.47907,1.47707,1.47885,1.47811,1.4792,1.47715,1.479,9668
848,EUR/CAD,2017-08-18,19,1.47885,1.47981,1.47849,1.47975,1.479,1.47995,1.47862,1.47989,7616
849,EUR/CAD,2017-08-18,20,1.47975,1.47987,1.47826,1.4794,1.47989,1.48075,1.47858,1.48007,5506
850,EUR/CAD,2017-08-20,21,1.4794,1.4794,1.47653,1.47758,1.48007,1.48058,1.47788,1.47865,1164
851,EUR/CAD,2017-08-20,22,1.47758,1.48017,1.47758,1.47979,1.47865,1.48043,1.47844,1.48005,1400
852,EUR/CAD,2017-08-20,23,1.47979,1.48018,1.47942,1.47955,1.48005,1.48039,1.47962,1.47976,2440
853,EUR/CAD,2017-08-21,0,1.47955,1.48021,1.4791,1.48003,1.47976,1.48042,1.47928,1.48023,4076
854,EUR/CAD,2017-08-21,1,1.48003,1.48019,1.47946,1.47979,1.48023,1.48039,1.47962,1.47998,5870
855,EUR/CAD,2017-08-21,2,1.47979,1.48016,1.47939,1.47986,1.47998,1.48035,1.47958,1.48006,4002
856,EUR/CAD,2017-08-21,3,1.47986,1.48015,1.47926,1.47964,1.48006,1.48033,1.47943,1.4798,3677
857,EUR/CAD,2017-08-21,4,1.47964,1.48009,1.47939,1.47951,1.4798,1.48027,1.47958,1.47967,3305
858,EUR/CAD,2017-08-21,5,1.47951,1.48012,1.4794,1.47946,1.47967,1.48032,1.47955,1.47967,4340
859,EUR/CAD,2017-08-21,6,1.47946,1.47986,1.47843,1.47894,1.47967,1.47997,1.47849,1.47905,8175
860,EUR/CAD,2017-08-21,7,1.47894,1.47981,1.47827,1.47951,1.47905,1.47991,1.47838,1.47961,9123
861,EUR/CAD,2017-08-21,8,1.47951,1.48033,1.47884,1.47938,1.47961,1.48043,1.47896,1.47947,8028
862,EUR/CAD,2017-08-21,9,1.47938,1.48007,1.47886,1.47923,1.47947,1.48017,1.47896,1.47934,7465
863,EUR/CAD,2017-08-21,10,1.47923,1.48046,1.4789,1.48016,1.47934,1.48054,1.47898,1.48027,8325
864,EUR/CAD,2017-08-21,11,1.48016,1.48108,1.47979,1.48051,1.48027,1.48119,1.47987,1.48062,10650
865,EUR/CAD,2017-08-21,12,1.48051,1.48245,1.48018,1.48082,1.48062,1.48257,1.48025,1.48093,14892
866,EUR/CAD,2017-08-21,13,1.48082,1.48283,1.48052,1.48208,1.48093,1.48293,1.48063,1.48217,16658
867,EUR/CAD,2017-08-21,14,1.48208,1.48753,1.48195,1.48705,1.48217,1.48764,1.48201,1.48712,23671
868,EUR/CAD,2017-08-21,15,1.48705,1.48731,1.48499,1.48689,1.48712,1.48743,1.48511,1.48697,14826
869,EUR/CAD,2017-08-21,16,1.48689,1.48746,1.48591,1.48666,1.48697,1.48758,1.48601,1.48677,8920
870,EUR/CAD,2017-08-21,17,1.48666,1.48717,1.48361,1.48537,1.48677,1.48727,1.48383,1.48548,8954
871,EUR/CAD,2017-08-21,18,1.48537,1.486,1.48428,1.48448,1.48548,1.48611,1.48437,1.48459,8608
872,EUR/CAD,2017-08-21,19,1.48448,1.48478,1.48329,1.48404,1.48459,1.48485,1.48341,1.48415,6406
873,EUR/CAD,2017-08-21,20,1.48404,1.48432,1.48196,1.48196,1.48415,1.48443,1.48341,1.48385,4182
874,EUR/CAD,2017-08-21,21,1.48196,1.48402,1.48196,1.48343,1.48385,1.48463,1.48352,1.48368,6859
875,EUR/CAD,2017-08-21,22,1.48343,1.484,1.48312,1.48346,1.48368,1.4843,1.48334,1.48365,3928
876,EUR/CAD,2017-08-21,23,1.48346,1.48402,1.4832,1.48352,1.48365,1.48417,1.48341,1.4837,2212
877,EUR/CAD,2017-08-22,0,1.48352,1.4836,1.48292,1.4833,1.4837,1.4838,1.48311,1.48348,3556
878,EUR/CAD,2017-08-22,1,1.4833,1.48399,1.48315,1.48339,1.48348,1.48426,1.48334,1.48357,4273
879,EUR/CAD,2017-08-22,2,1.48339,1.48373,1.4823,1.48248,1.48357,1.48391,1.4825,1.48264,3183
880,EUR/CAD,2017-08-22,3,1.48248,1.4827,1.48219,1.48269,1.48264,1.48285,1.48236,1.48282,3276
881,EUR/CAD,2017-08-22,4,1.48269,1.48283,1.48173,1.48279,1.48282,1.48297,1.4819,1.4829,3013
882,EUR/CAD,2017-08-22,5,1.48279,1.48281,1.48109,1.48216,1.4829,1.48295,1.48129,1.48237,5215
883,EUR/CAD,2017-08-22,6,1.48216,1.48219,1.48047,1.4809,1.48237,1.48239,1.48057,1.48099,9567
884,EUR/CAD,2017-08-22,7,1.4809,1.48248,1.48016,1.48246,1.48099,1.48257,1.48024,1.48257,10853
885,EUR/CAD,2017-08-22,8,1.48246,1.48256,1.4793,1.47939,1.48257,1.48265,1.47941,1.47964,11044
886,EUR/CAD,2017-08-22,9,1.47939,1.48107,1.47924,1.47984,1.47964,1.48118,1.47944,1.47993,10510
887,EUR/CAD,2017-08-22,10,1.47984,1.48013,1.4784,1.47934,1.47993,1.48023,1.47852,1.4794,9129
888,EUR/CAD,2017-08-22,11,1.47934,1.48068,1.47846,1.48026,1.4794,1.48076,1.47858,1.48037,12841
889,EUR/CAD,2017-08-22,12,1.48026,1.48099,1.47267,1.474,1.48037,1.48111,1.47277,1.47411,16993
890,EUR/CAD,2017-08-22,13,1.474,1.47612,1.47298,1.47332,1.47411,1.47623,1.47306,1.47342,17905
891,EUR/CAD,2017-08-22,14,1.47332,1.47562,1.47309,1.47514,1.47342,1.4757,1.47319,1.47521,18521
892,EUR/CAD,2017-08-22,15,1.47514,1.47813,1.47428,1.47717,1.47521,1.47821,1.47439,1.47729,15850
893,EUR/CAD,2017-08-22,16,1.47717,1.47926,1.4766,1.47805,1.47729,1.47932,1.47669,1.47817,11012
894,EUR/CAD,2017-08-22,17,1.47805,1.47817,1.47618,1.47627,1.47817,1.47828,1.47627,1.47635,8644
895,EUR/CAD,2017-08-22,18,1.47627,1.47672,1.47514,1.47637,1.47635,1.47683,1.47522,1.47645,8048
896,EUR/CAD,2017-08-22,19,1.47637,1.47798,1.4759,1.47786,1.47645,1.47809,1.47599,1.47797,7570
897,EUR/CAD,2017-08-22,20,1.47786,1.47855,1.47601,1.47738,1.47797,1.47866,1.47713,1.47789,6194
898,EUR/CAD,2017-08-22,21,1.47738,1.47814,1.4772,1.47783,1.47789,1.47873,1.47782,1.4782,10193
899,EUR/CAD,2017-08-22,22,1.47783,1.47851,1.47739,1.47835,1.4782,1.47876,1.47771,1.47862,2834
900,EUR/CAD,2017-08-22,23,1.47835,1.47875,1.47787,1.47799,1.47862,1.47895,1.478,1.47818,2479
901,EUR/CAD,2017-08-23,0,1.47799,1.47965,1.47784,1.4785,1.47818,1.47979,1.47801,1.47869,5095
902,EUR/CAD,2017-08-23,1,1.4785,1.47998,1.47845,1.47974,1.47869,1.48016,1.47864,1.47991,4095
903,EUR/CAD,2017-08-23,2,1.47974,1.48003,1.4788,1.47942,1.47991,1.48022,1.47896,1.47957,5790
904,EUR/CAD,2017-08-23,3,1.47942,1.48161,1.47881,1.48068,1.47957,1.48178,1.47901,1.48086,6428
905,EUR/CAD,2017-08-23,4,1.48068,1.48068,1.48007,1.48037,1.48086,1.48086,1.48026,1.48055,3843
906,EUR/CAD,2017-08-23,5,1.48037,1.48117,1.47994,1.48033,1.48055,1.48136,1.48013,1.48053,5388
907,EUR/CAD,2017-08-23,6,1.48033,1.48113,1.47928,1.47942,1.48053,1.48132,1.47937,1.47965,9486
908,EUR/CAD,2017-08-23,7,1.47942,1.48155,1.47785,1.48075,1.47965,1.48173,1.47811,1.48087,17370
909,EUR/CAD,2017-08-23,8,1.48075,1.48267,1.48049,1.48266,1.48087,1.48279,1.48061,1.48277,11317
910,EUR/CAD,2017-08-23,9,1.48266,1.48299,1.48113,1.4813,1.48277,1.48311,1.48117,1.48141,8903
911,EUR/CAD,2017-08-23,10,1.4813,1.48194,1.48062,1.48135,1.48141,1.48203,1.48071,1.48146,7534
912,EUR/CAD,2017-08-23,11,1.48135,1.48472,1.48087,1.48434,1.48146,1.48479,1.48098,1.48445,10485
913,EUR/CAD,2017-08-23,12,1.48434,1.48667,1.4838,1.48475,1.48445,1.48677,1.48391,1.48486,12852
914,EUR/CAD,2017-08-23,13,1.48475,1.4857,1.48338,1.4839,1.48486,1.4858,1.4835,1.48411,14326
915,EUR/CAD,2017-08-23,14,1.4839,1.48599,1.48231,1.48444,1.48411,1.48612,1.48243,1.48453,21135
916,EUR/CAD,2017-08-23,15,1.48444,1.48472,1.4818,1.48205,1.48453,1.48482,1.48191,1.48215,13979
917,EUR/CAD,2017-08-23,16,1.48205,1.48368,1.48163,1.48246,1.48215,1.48379,1.48165,1.48255,11028
918,EUR/CAD,2017-08-23,17,1.48246,1.48334,1.48208,1.48281,1.48255,1.48343,1.48212,1.4829,10584
919,EUR/CAD,2017-08-23,18,1.48281,1.48323,1.48175,1.48281,1.4829,1.48331,1.48186,1.4829,11514
920,EUR/CAD,2017-08-23,19,1.48281,1.4834,1.4821,1.48269,1.4829,1.48352,1.48214,1.48281,9789
921,EUR/CAD,2017-08-23,20,1.48269,1.48277,1.48007,1.48139,1.48281,1.48288,1.48154,1.48209,6382
922,EUR/CAD,2017-08-23,21,1.48139,1.48267,1.48125,1.48222,1.48209,1.48309,1.48175,1.48256,6516
923,EUR/CAD,2017-08-23,22,1.48222,1.48233,1.48156,1.48193,1.48256,1.48259,1.48187,1.48218,2822
924,EUR/CAD,2017-08-23,23,1.48193,1.48239,1.48175,1.48194,1.48218,1.48257,1.48196,1.48209,3005
925,EUR/CAD,2017-08-24,0,1.48194,1.48201,1.48112,1.48178,1.48209,1.48209,1.48128,1.48195,5690
926,EUR/CAD,2017-08-24,1,1.48178,1.48195,1.48044,1.48081,1.48195,1.48212,1.48062,1.481,6683
927,EUR/CAD,2017-08-24,2,1.48081,1.48087,1.47998,1.4806,1.481,1.48104,1.48016,1.48079,4981
928,EUR/CAD,2017-08-24,3,1.4806,1.48076,1.48036,1.48057,1.48079,1.48094,1.48052,1.48076,4288
929,EUR/CAD,2017-08-24,4,1.48057,1.48073,1.48028,1.48057,1.48076,1.4809,1.48048,1.48074,4956
930,EUR/CAD,2017-08-24,5,1.48057,1.48113,1.48001,1.48019,1.48074,1.48131,1.4802,1.48038,5877
